Population,Stat Area,CU,Year,Original Escapement Estimate,Database Estimate,Recommended Estimate,# Surveys Used in Estimate,Analysis Method (Pre 2004),Analysis Reliability (Pre 2004),Annual Est. Method,Annual Est. Classification,Recommended Method,Recommended Classification,Peak Timing Covered? (Y/N) (Peak Time),QA Comments,Annual Est. Rationale,AUC Recalculation,# of Surveys
nias,6,hecate_strait_mainland,2011,NA,A/P,A/P,3,Float (Boat) / Streamwalk / Other,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing and 'poor' to 'fair' fish countability. There is no estimated timing for peak spawning privided on the SEN, surveyors note that the final inspection was conducted at the start of spawning.",A total count of 242 coho was made over the three inspections,N/A,4
nias,6,hecate_strait_mainland,2012,NA,A/P,A/P,4,Float (Boat) / Streamwalk,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",In stream arrival for coho. Total of 267 coho observed during stream inspections.,N/A,4
nias,6,hecate_strait_mainland,2013,NA,,,,,,,,,,,,,N/A,0
nias,6,hecate_strait_mainland,2014,NA,A/P,A/P,3,Bank Walk / Float (Boat) / Streamwalk,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",Coho estimates and counts from fish holding in estuary and pools through creek.,N/A,3
nias,6,hecate_strait_mainland,2015,NA,A/P,A/P,5,Float (Boat) / Bank Walk / Streamwalk,,5,6,5,,N,"Likely not a good candidate for numerical estimate due to low resolution data and incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.","Able to make a single inspection in Sep. estimated return at last inspection 1,000 pink, 7,000 - 7,500 chum and observed a total of 475 coho holding in deeper pools. ",N/A,5
nias,6,hecate_strait_mainland,2016,NA,A/P,A/P,2,Streamwalk / Float (Boat),,5,6,5,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",Coho total from all inspections.,N/A,4
nias,6,hecate_strait_mainland,2017,NA,N/I,N/I,0,,,,,,,,n/a,Not inspected this year.,N/A,0
nias,6,hecate_strait_mainland,2018,NA,A/P,A/P,UNK,Streamwalk,,,6,,,Y (OCT),"Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (11 Oct). Recommend more detailed review and possible numerical annual estimate.",,N/A,2
nias,6,hecate_strait_mainland,2019,790,790,A/P,UNK,Streamwalk,,,6,,6,N,"No method of obtaining annual estimate (790) is provided. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning. Due to incomplete survey coverage of spawning period, this may be a poor candidate for numerical estimate. Recommend more detailed review to determine if a numerical estimate is appropriate, in the meantime, recommend annual estimate changed to A/P.",,N/A,3
nias,6,hecate_strait_mainland,2020,NA,N/I,A/P,3,Streamwalk,,,6,,,Y (OCT),"Peak timing is not provided on the SEN. Using the run timing listed in the stream catalogue, peak spawning occurs in OCT. It seems there was at least one survey conducted at peak (8 Oct). While the SEN indicates an annual estimate of N/I, there are 3 SILs available for this year (though none of them include counts of coho). On the 8 Oct SIL, while Pres_Coho is indicated as N/O, RationaleForEst indicates that there were coho holding in the stream (no count given). Recommend annual estimate changed to A/P.",,N/A,3
nias,6,hecate_strait_mainland,2021,,,,,,,,,,,,No data available.,,,
nias,6,hecate_strait_mainland,2022,A/P,A/P,A/P,3,Streamwalk,,,6,,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning.",,,3
nias,6,hecate_strait_mainland,2023,,Data Not Received,,,,,,,,,,No data available.,,,
nias,6,hecate_strait_mainland,2024,NA***,N/I,A/P,2,,,,6,,,N,"Likely not a good candidate for numerical estimate due to incomplete survey coverage of run timing. There is no estimated timing for peak spawning provided on the SEN, surveyors note in all SILs that inspections occured before active spawning. While the SEN indicates an annual estimate of N/I, there are 2 SILs available that provide coho counts (3 Sep, 15 Sep). Recommend changing annual estimate to A/P.",,,2
quartcha,7,northern_coastal,1980,NA,N/O,N/O,,,,,,,,,"No coho data available, assuming there were none seen this year as inspections took place, recommend N/O.",,,
quartcha,7,northern_coastal,1981,NA,N/O,N/O,,,,,,,,,"No coho data available, assuming there were none seen this year as inspections took place, recommend N/O.",,,
quartcha,7,northern_coastal,1982,350,350,A/P,,,,,,,,,"No rationale, method, reliability, or information of peak timing. Unsure of how this estimate was reached, recommend switch to A/P.",,,
quartcha,7,northern_coastal,1983,NA,N/O,N/O,,,,,,,,N (Oct C - Nov A),"No coho data available, assuming there were none seen this year as inspections took place, recommend N/O.",,,4
quartcha,7,northern_coastal,1984,60,60,A/P,1,F,C,,,,,N (Oct C - Nov A),"13 inspections done this year, only one used to generate coho estimate. Low reliability of C, and peak timing was not seen on the inspection. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.",,,13
quartcha,7,northern_coastal,1985,385,385,385,5,1,2,,,,,Y (Oct C - Nov A),"12 inspections done this year, 5 used to generate coho estimate. Low reliability of 2, but peak timing was seen on the inspections. Data is strong enough to generate an accurate estimate, original estimate is likely valid.",,,12
quartcha,7,northern_coastal,1986,90,90,A/P,4,1,2,,,,,N (Oct C - Nov A),"8 inspections done this year, 4 were used to generate coho estimate. Low reliability of 2 , and peak timing was not seen on the inspections. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.",,,12
quartcha,7,northern_coastal,1987,NA,A/P,A/P,,,,,,,,N (Oct C - Nov A),"Coho were seen but not enough to create an accurate estimate. No rationale, method, reliability stated, and peak timing was not seen. Original estimate of A/P is valid.",,,8
quartcha,7,northern_coastal,1988,150,125,125,4,1,5,,,,,N (Oct C - Nov A),"12 inspections done this year, 4 used to generate coho estimate. Peak timing was not seen, but there was a high reliability of 5. Data is strong enough to generate an accurate estimate. There is a discrepancy between the original escapement estimate of 150 found in NuSEDs and the database estimate of 125. Recommend a switch from 150 to the database estimate of 125.",,,12
quartcha,7,northern_coastal,1989,NA,15,A/P,1,1,2,,,,,N (Oct C - Nov A),"5 inspections done this year, only one used to generate coho estimate. Low reliability of 2, and peak timing was not seen on the inspection. Data is not strong enough to generate an accurate estimate.There is a discrepancy between the original escapement estimate of NA found in NuSEDs and the database estimate of 15. Recommend switching to an estimate of A/P, meaning the original NA estimate is valid.",,,5
quartcha,7,northern_coastal,1990,300,300,A/P,,,,,,,,N (Oct C - Nov A),"No rationale, method, reliability, and peak timing was not seen. Estimate was reached from the amount of coho seen before peak, recommend switch to A/P.",,,11
quartcha,7,northern_coastal,1991,355,355,A/P,3,1,4,,,,,N (Oct C - Nov A),"9 inspections done this year, 3 were used to generate coho estimate. High reliability of 4 , but peak timing was not seen on the inspections. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.",,,9
quartcha,7,northern_coastal,1992,600,600,600,4,1,2,,,,,Y (Oct C - Nov A),"9 inspections done this year, 4 used to generate coho estimate. Low reliability of 2, but peak timing was seen on the inspections. Data is strong enough to generate an accurate estimate, original estimate is likely valid.",,,9
quartcha,7,northern_coastal,1993,700,700,A/P,,1,2,,,,,N (Oct C - Nov A),"8 inspections done this year, 3 were used to generate coho estimate. Low reliability of 2 , peak timing was not seen on the inspections. Data is not strong enough to generate an accurate estimate, recommend switch to A/P.",,,8
quartcha,7,northern_coastal,1994,NA,N/I,N/I,,,6,,,,,N (Oct C - Nov A),"Coho were not inspected this year, N/I is valid.",,,6
quartcha,7,northern_coastal,1995,NA,A/P,A/P,,,6,,,,,N (Oct C - Nov A),"Coho were seen but not enough to create an accurate estimate. No rationale stated, peak timing was not seen. Original estimate of A/P is valid.",,,2
